Period,Company Name,company contact,company email,company phone,Address,City,State,Postcode,Industry,Industry descr,Company Type,Current fulltime,Job created,Job retain,Effective Date,Total Savings,Savings from beginning receiving benefits,Gas Savings,Cogen savings,Electric Savings,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
FY2020,"New Heydenryk, LLC",David Mandel,dmandel@heydenryk.com,2122069611,"37-27 10th Street, 1st Fl",Queens,NY,11101,Manufacturing,Picture frame,ECSP,7,,,06/04/2019,"3,137.03","6,590.95",,,,QUEENS,40.759595,-73.941899,401,26,4463923,4003600009,85,QN0105
FY2020,"NEW PALACE PAINTERS SUPPLY CO., INC.",CHARLES JACOBELLIS,cjacobellis@palacepaints.com,7182956188,528-540 E 180TH ST.,BRONX,NY,10457,Commercial,Is a paint industrial commercial hardware and large contractor management co.,ECSP,15,,,01/25/2018,"5,047.19","16,382.02",,,,BRONX,40.850637,-73.89394,206,15,,,37504,BX0602
FY2020,New Water Street  Corp,Rich Neal,,2124719465,55 Water Street,New York,NY,10041,Commercial,53 story building,ECSP,500,,,08/30/2019,"1,568,981.59","3,396,544.16",,,,MANHATTAN,40.703608,-74.009691,101,1,1083346,1000327501,9,MN0101
FY2020,NEW YORK BLOOD CENTER,Zamena Kassim,zkassim@nybc.org,2125703451,45-01 VERNON BLVD.,LONG ISLAND CITY,NY,11101,Commercial,Blood processing,ECSP,280,,,05/05/2017,"199,253.2","740,304.08",,,,QUEENS,40.748152,-73.952259,402,26,4441057,4000500001,702,QN0201
FY2020,"New York Digital Color Lithographers Printers, Inc",Eric Cohen,ecohen@nydigitalcolor.com,7187646777,"47-10 33rd St, Ground Fl",Queens,NY,11101,Manufacturing,Printer and binder,ECSP,21,,,05/07/2013,"10,329.55","70,251.94",,,,QUEENS,40.742254,-73.932177,402,26,4003447,4002520018,19901,QN0202
FY2020,New York Fragrance,Rama Krishna Cherukuri,ram@nyfusa.com,7188161112,600 Gulf Avenue,Staten Island,NY,10314,Wholesale/Warehouse/Distribution,"wholesale distribution of prescription drugs, proprietary drugs, and toiletries.",ECSP,7,,,09/07/2016,"5,813.15","24,916.33",,,,STATEN IS,40.61504,-74.179452,502,50,5168823,5017600215,29102,SI0204
FY2020,"New York Insulation, Inc.",Anthony Cardinale,nyinsulate@aol.com,7183260125,58-48 59th Street,Maspeth,NY,11378,Commercial,Building material and supplies,ECSP,13,,,05/17/2011,"5,226.51","44,761.24",,,,QUEENS,40.719857,-73.908279,405,30,4539687,4026810058,525,QN0501
FY2020,"NEW YORKER WHOLESALE BAGELS, INC.",GEORGE MENEGATOS,sevangelinos@gmail.com,2124770448,34-20 12th St.,Long Island City,NY,11101,Manufacturing,Commercial baker,ECSP,29,,,06/29/2013,"57,647.36","386,477.29",,,,QUEENS,40.76354,-73.937444,401,22,4003896,4003260030,85,QN0105
FY2020,"Noho Health, Inc",Aman Raju,aman@takecareof.com,8452229105,"75 Varick St, 9th Fl",New York,NY,10013,Wholesale/Warehouse/Distribution,"Distribution of vitamins, supplements, protein powders",ECSP,43,,,10/18/2019,"5,671.16","10,726.1",,,,MANHATTAN,40.723217,-74.006227,102,1,1002934,1002260001,37,MN0201
FY2020,Nova Offset Corp,Lance Burns,lance@novaprinting.com,2123491233,226 52nd Street,Brooklyn,NY,11220,Manufacturing,Printer,ECSP,15,,,10/15/2015,"5,894.91","31,951.92",,,,BROOKLYN,40.647523,-74.017362,307,38,3388019,3008050119,20,BK0702
FY2020,Novare LLC,Alan Davis,adenovarebiologistics.com,3479645051,3946 Merritt Avenue,Bronx,NY,10466,Wholesale/Warehouse/Distribution,Storage of Human Tissue,ECSP,2,,,03/03/2008,"14,602.1","482,284.65",,,,BRONX,40.890837,-73.82895,212,12,2088600,2049720018,456,BX1202
FY2020,NOVELTY CRYSTAL CORP.,Ashner Michaeli,joe@noveltycrystal.com,7184586700,30-15 48th Avenue,LONG ISLAND CITY,NY,11101,Manufacturing,Plastic goods,ECSP,29,,,11/02/2007,"1,558.05","194,561.38",,,,QUEENS,40.741404,-73.937497,402,26,4436700,4002830001,19902,QN0202
FY2020,"Novo Arts Associates, Inc.",Marlaina Deppe,MD@NovoArts.com,2126743093,246 Seigel St. Ground Floor,Brooklyn,NY,11206,Manufacturing,Art goods manufacturing,ECSP,5,,,05/06/2013,"6,977.32","28,375.23",,,,BROOKLYN,40.705216,-73.935753,301,34,3400504,3031000041,485,BK0104
FY2020,NULUX INDUSTRIES,Jerry Ahlin,jahlin@nulux.com,7183831112,1717 TROUTMAN STREET,RIDGEWOOD,NY,11385,Manufacturing,Mfg. of Lighting Fixtures,ECSP,31,,,04/17/2009,"4,601.82","115,527.22",,,,QUEENS,40.708997,-73.920406,405,34,4443074,4034120047,53901,QN0502
FY2020,NY Telephone #11194,Quin Quinn,,2121112222,140 West Street,New York,NY,10007,Landlord,,ECSP,300,,,01/02/2008,"1,356.05","398,668.88",,,,MANHATTAN,40.713843,-74.01379,101,1,1001228,1000847501,21,MN0102
FY2020,"Octopus Garden, Inc/Octopus Two Corp",Vincent Cutrone,octopusgdn@gmail.com,7189461100,15 Newark Avenue,Staten Island,NY,10302,Wholesale/Warehouse/Distribution,fresh and frozen seafood preparation and processing,ECSP,9,,,06/05/2018,"8,226.03","18,178.6",,,,STATEN IS,40.638163,-74.14348,501,49,5103978,5011230034,20701,SI0106
FY2020,Office 118 Equities LLC,Daniel Goldbard,robert@artimusnyc.com,2129965100,316 W 118th Street,New York,NY,10026,Landlord,,ECSP,1,,,03/23/2015,"20,949.57","110,380.89",,,,MANHATTAN,40.80599,-73.955068,110,9,1059072,1019440043,20102,MN1001
FY2020,"Oh Nuts Warehousing, Inc.",Yehuda Klein,yk@ohnuts.com,7185309255,120-65 168th Street,Jamaica,NY,11406,Wholesale/Warehouse/Distribution,Manufacturer and distributor of nuts and chocolates,ECSP,26,,,01/16/2013,"21,522.74","133,609.6",,,,QUEENS,40.680672,-73.775743,412,28,4268383,4123850062,284,QN1203
FY2020,"One Girl Cookies, Ltd.",David Crofton,dave@onegirlcookies.com,2126754996,"254 36th Street, Unit 17",Brooklyn,NY,11232,Commercial,Bake Goods,ECSP,18,,,03/17/2020,"1,926.8","5,824.16",,,,BROOKLYN,40.655951,-74.007158,307,38,3398687,3006950020,2,BK0702
FY2020,"Other Half Brewing, Co,",Nate Lockwood,nate@otherhalfbrewing.com,9172591014,191 Centre Street,Brooklyn,NY,11231,Manufacturing,,ECSP,50,,,06/29/2020,528.66,"4,108.07",,,,BROOKLYN,40.673707,-73.999232,306,39,3008188,3004790037,77,BK0601
FY2020,"Oven Artisans,  Inc.",Keith Cohen,keith@orwashers.com,7186187438,1187-1195 E 156th St,Bronx,NY,10474,Manufacturing,Commercial Bakery,ECSP,32,,,02/04/2013,"19,822.31","131,028.2",,,,BRONX,40.812578,-73.892928,202,17,2000000,2027360212,9302,BX0201
FY2020,Pain D'Avignon III Ltd.,Teofil Zurovac,tole@paindavignon-nyc.com,7187296832,35-20 9th Avenue,Astoria,NY,11106,Manufacturing,Bake goods,ECSP,70,,,10/02/2012,"23,517.62","161,775.97",,,,QUEENS,,,,,4101063,4044310060,,
FY2020,"Paper Enterprises, Inc.",Herb Sedler,info@paperenterprises.com,718-402-12,720-750 East 132nd St.,Bronx,NY,10454,Wholesale/Warehouse/Distribution,"Paper, plastic, janitorial, manintenance",ECSP,105,,,07/10/2007,341.93,"202,145.41",,,,BRONX,40.800898,-73.91551,201,8,2003581,2025430060,1903,BX0101
FY2020,Parallel Development Ltd.,William Pickering,will@paralleldevelopment.net,7185990037,810 Humboldt Street,Brooklyn,NY,11222,Manufacturing,"Engineering, design and fabrication studio",ECSP,2,,,08/02/2010,917.37,"16,734.35",,,,BROOKLYN,40.729518,-73.946078,301,33,3065444,3026050001,57902,BK0101
FY2020,"Parkway Equipment Handlers, Inc.",Ginger Kaye,parkwayequip@optimum.net,7183874991,9401 Ditmas Avenue,Brooklyn,NY,11236,Commercial,Mover of Industrial Equipment,ECSP,3,,,03/23/2010,474.68,"6,733.45",,,,BROOKLYN,40.65006,-73.911722,317,42,3228297,3081120008,928,BK1704
FY2020,Parsons-Meares Ltd.,Vicki Lamb,vicki@parsons-meares.com,2129671663,21-07 41st Avenue,Long Island City,NY,11101,Manufacturing,Theatrical customes,ECSP,40,,,07/06/2015,"9,977.77","51,306.96",,,,QUEENS,40.7539,-73.942228,401,26,4004973,4004100046,3302,QN0105
FY2020,"PEERLESS IMPORTERS, INC.",Matthew Matassa,mmatassa@empiremerchants.com,7183835500,16 BRIDGEWATER STREET,BROOKLYN,NY,11222,Wholesale/Warehouse/Distribution,Dist. of Wines,ECSP,739,,,04/02/2008,"4,244.62","344,465.15",,,,BROOKLYN,40.727108,-73.934949,301,33,3066696,3026660125,58902,BK0101
FY2020,Pelican Bay Ltd.,Michael Nasoff,michael@raviolistore.com,7187299300,39-22 23rd Street,Long Island City,NY,11101,Manufacturing,Manufacturer of pasta,ECSP,11,,,10/02/2012,"10,360.79","70,802.51",,,,QUEENS,40.755177,-73.938658,401,26,4004749,4003930008,3302,QN0105
FY2020,"PEPSI COLA BOTTLING CO., OF NY",Gerard Hewitt,shermanr@pepsi-ny.com,7183921018,112-02 15TH AVENUE,College Point,NY,11356,Manufacturing,MANUFACTURER,ECSP,231,2,462,05/02/2007,"54,127.14","3,326,530.48",,,,QUEENS,40.783872,-73.854693,407,19,4098135,4040650001,929,QN0701
FY2020,"PetCare Rx., Inc.",Vijay Manthripragada,vmanthripragada@petcarerx.com,5169987041,1 Metrotech Center,Brooklyn,NY,11201,Commercial,Distributes medicines and pet supplies,ECSP,135,,,05/15/2015,"1,581.14","14,912.68",,,,BROOKLYN,40.693463,-73.987227,302,33,3319418,3001470004,11,BK0202
FY2020,Phoenix Beverage,Patrick  Simeone,Patsimeone@forbee.com,7186097456,"Pier 7 at Atlantic,Red Hook",Brooklyn,NY,11201,Wholesale/Warehouse/Distribution,Distributor of beverages,ECSP,550,,,09/15/2011,"108,528.74","1,091,301.62",,,,BROOKLYN,40.691285,-74.000992,306,39,3424260,3002810001,47,BK0601
FY2020,"Picasso/Hoops, I Love New York LLC",Jordan Wolfson,jason.kotara@gmail.com,9174479364,6 Bay Street,Brooklyn,NY,11231,Manufacturing,Manufacturer of Art work,ECSP,2,,,02/16/2017,356.45,"3,621.07",,,,BROOKLYN,40.673726,-74.009845,306,38,3008840,3006010001,5302,BK0601
FY2020,"Picture Farm II, LLC",Monae Freeman,monae@picturefarmpro.com,7182188001,"141 Flushing Ave, Ste 506",Brooklyn,NY,11205,Commercial,video production,ECSP,26,,,04/19/2019,"3,509.41","6,762.69",,,,BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2020,Pinto & Teger Electric,Barrt Teger,Barryt.teger@pintoandtegerelectric.com,7189397055,14-14 123rd Street,College Point,NY,11356,Commercial,Electrical Contractor,ECSP,6,,,01/03/2011,"1,322.76","13,405.67",,,,QUEENS,40.785114,-73.844836,407,19,4098344,4040850036,929,QN0701
FY2020,"POOK DIEMONT & OHL, INC.",Ted Ohl,info@pdoinc.com,7184022677,704 East 133rd Street,PORT MORRIS,NY,10454,Manufacturing,MFG. (THEATRE SETS),ECSP,35,,,02/10/2009,657.58,"16,259.18",,,,BRONX,40.801741,-73.915484,201,8,2092867,2025610021,1902,BX0101
FY2020,"Poster Printers, Inc.",Elie Blitman,posterprinters@aol.com,7183753113,1940 Utica Avenue,Brooklyn,NY,11234,Commercial,Printer,ECSP,4,,,08/13/2012,"1,014.91","10,290.25",,,,BROOKLYN,40.624619,-73.927495,318,45,3217718,3078290068,676,BK1801
FY2020,"Postmeds, Inc.",Jesse Brummer,jesse.brummer@truepill.com,4156152145,850 Third Ave,Brooklyn,NY,11232,Wholesale/Warehouse/Distribution,Online pharmacy delivery services.,ECSP,3,,,11/08/2019,"1,417.84","1,740.24",,,,BROOKLYN,40.658518,-74.003327,307,38,3009889,3006710001,1802,BK0702
FY2020,"Premium Millwork, Inc.",Damaris Alamanzar,premiummillwork@gmail.com,7184227774,43 Coffey Street,Brooklyn,NY,11231,Manufacturing,Architectural millwork and carpentry,ECSP,5,,,01/10/2011,"6,447.02","56,248.62",,,,BROOKLYN,40.674656,-74.011835,306,38,3008822,3005990014,5301,BK0601
FY2020,"Presentation Products, Inc.",Orin Knopp,dknopp@presentationproducts.com,212584477,30-02 48th Avenue,Long Island City,NY,11220,Commercial,Audio visual company,ECSP,25,,,02/06/2018,"2,935.82","8,533.44",,,,,,,,,,,,
FY2020,"Proxima, Inc",Hyon Chung  Kim,cosmetics@nicka.com,7183619667,109-05 178th Streeet,Jamaica,NY,11433,Wholesale/Warehouse/Distribution,Cosmetics and hair care products and applicances,ECSP,20,,,10/17/2008,"2,725.63","106,663.92",,,,,,,,,,,,
FY2020,"Quality Casting, Inc.",Carl Morfino,carl@qualitycasting.com,2123912962,3100 47th Avenue,Long Island City,NY,11101,Manufacturing,Jewelry castings,ECSP,42,,,09/04/2009,"7,291.58","154,751.06",,,,QUEENS,40.74306,-73.935652,402,26,4003539,4002810001,19902,QN0202
FY2020,"R Simon Design, Inc.",Jasmine Labeau,jasmine@lightsup.info,7184994209,"141 Flushing Ave, Bldg. 77  #907",Brooklyn,NY,11205,Manufacturing,Design and Produce Lighting Fixtures,ECSP,10,,,04/19/2019,"1,509.56","2,501.52",,,,BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2020,"Rainbow Plastics, Inc.",Maggie Zheng,maggie@rainbowplasticsinc.com,7182187288,371 Vandervoot Avenue,Brooklyn,NY,11211,Manufacturing,Plastic Fabriction,ECSP,15,,,04/03/2012,"119,261.99","977,206.8",,,,,,,,,,,,
FY2020,"Rareform Carting, Inc.",Teresa Gerrity,grandproperty1@aol.com,7182055188,58-38 59th Street,Queens,NY,11378,Commercial,Garbage container service and building landlord,ECSP,4,,,02/16/2012,"3,389.47","19,652.38",,,,QUEENS,40.720022,-73.908286,405,30,4539678,4026810052,525,QN0501
FY2020,"RDS Delivery Services, Co., Inc.",David Zogby,david@rdsdelivery.com,2122601348,37-41 Vernon Blvd.,Lond Island City,NY,11101,Wholesale/Warehouse/Distribution,Delivery Service,ECSP,123,,,03/06/2019,"5,919.95","6,467.21",,,,QUEENS,40.760066,-73.943667,401,26,4004352,4003580001,39,QN0105
FY2020,Real Coffee Roasters,Paul Lamas,paul@financierpastries.com,9178484445,69 2nd Avenue,Brooklyn,NY,11215,Manufacturing,process & roast coffee beans,ECSP,4,,,01/12/2010,505.45,"56,037.05",,,,BROOKLYN,40.673117,-73.992941,306,39,3022002,3010020001,121,BK0601
FY2020,Red Rabbit LLC,Rhys Powell,rhys@myredrabbit.com,6465350459,1751 Park Avenue,New York,NY,10035,Manufacturing,Food,ECSP,9,,,01/12/2012,"31,914.22","194,220.94",,,,MANHATTAN,40.802879,-73.940604,111,9,1089077,1017700072,196,MN1102
FY2020,"Rhonda Feinman Custom Frames, Inc.",Rhonda Feinman,rhondafeinman@aol.com,7187073203,55-15 37th Avenue,Woodside,NY,11377,Manufacturing,Custom frames,ECSP,16,,,12/09/2015,"3,099.93","13,681.6",,,,QUEENS,40.750803,-73.906774,402,26,4027267,4011940001,255,QN0203
FY2020,"Richards Plumbing & Heating Co., Inc.",Richard Turchiano,rturchiano@rph.nyc,7183839900,231 Kent Street,Brooklyn,NY,11222,Commercial,"plumbing, heating and fire protection",ECSP,67,,,05/02/2019,"8,099.4","8,099.4",,,,BROOKLYN,40.731238,-73.95098,301,33,3064651,3025520010,57901,BK0101
FY2020,ROGELIO'S WAY/DIGITAL LAUNDRY,DANIEL GOLDSTEIN,dg@digitallaundry.net,9174921757,173 E 120TH STREET,NEW YORK,NY,10035,Wholesale/Warehouse/Distribution,Archives and stores digital media assets,ECSP,6,,,12/12/2007,83.79,"7,432.2",,,,MANHATTAN,40.800767,-73.938738,111,8,1054379,1017690032,196,MN1102
FY2020,Rogers Surveying PLLC.,Daniel Rogers,wspiezia@rogerssurveying.com,7184477311,2420 Arthur Kill Rd.,Staten Island,NY,10309,Manufacturing,"Professional land, and hydrographic surveying company.",ECSP,40,,,11/15/2018,"7,385.71","10,694.09",,,,STATEN IS,40.55508,-74.216206,503,51,5167956,5070670120,20805,SI0303
FY2020,"Rolex Watch USA, Inc.",Mark Goldberg,mgoldberg@rusa.com,2127587700,665 Fifth Ave,New York,NY,10022,Wholesale/Warehouse/Distribution,Monitor the distribution and maintenance,ECSP,127,,,10/05/2010,"59,972.64","733,019.09",,,,MANHATTAN,40.760184,-73.975548,105,4,1035721,1012880069,102,MN0502
FY2020,"Rony Elka Vardi, Inc",Daniel Stenson,dan@catbirdnyc.com,6469301977,"141 Flushing Ave, Bldg 77, Unit #903",Brooklyn,NY,11205,Manufacturing,jewelry,ECSP,103,,,02/20/2019,"9,848.65","18,667.55",,,,BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2020,Roxy Paine LLC,Roxy Paine,sofiampaine@mac.com,6078293214,413-419 Bond Street,Brooklyn,NY,11231,Manufacturing,Art,ECSP,2,,,12/17/2014,"2,057.25","14,360.14",,,,BROOKLYN,40.67657,-73.99217,306,39,3008011,3004660060,77,BK0601
FY2020,ROYAL AIRLINE LAUNDRY SERVICES CORP,Nancy Perez,nperez@eliteairlineservices.com,7183379390,439 BAYVIEW AVE.,INWOOD,NY,11691,Commercial,laundry service,ECSP,388,,,09/21/2007,"4,054.6","1,278,970.14",,,,,,,,,,,,
FY2020,Rufus Corporation,Eve Sussman,roobaby2@aol.com,6463736114,1545 Dean Street,Brooklyn,NY,11213,Manufacturing,mfg & design cusomt objects for the arts & entertainment industry,ECSP,2,,,12/21/2017,351.86,"1,105.98",,,,BROOKLYN,40.676174,-73.936816,308,36,3035656,3013400051,311,BK0802
FY2020,"RUGUS REALTY, INC. DBA MISS GRIMBLE",Errol Bier,errol@missgrimble.com,7186652253,909 EAST 135TH STREET,Bronx,NY,10454,Manufacturing,LANDLORD/WHOLSALE,ECSP,5,2,5,04/10/2007,1.85,"21,780.28",,,,BRONX,40.800542,-73.909345,201,8,2094136,2025940050,1903,BX0101
FY2020,Russ Ops LLC,Niki  Russ Federman,niki@russanddaughters.com,2124754880,"141 Flushing Ave, Bldg 77, #102",Brooklyn,NY,11205,Manufacturing,Food  Manufacturer,ECSP,31,,,04/19/2019,"18,093.75","31,813.35",,,,BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2020,RWS & Associates Entertainment,Ryan W Stana,joe@rwsandassociates.com,2123911795,1560 Broadway,New York,NY,10036,Other,Events and show provider,ECSP,20,,,06/04/2015,"12,675.9","62,203.72",,,,MANHATTAN,40.75886,-73.984843,105,4,1022661,1009990003,125,MN0502
FY2020,S&L AEROSPACE METALS LLC,TED VARVATSAS,ted@slaerospace.com,7188944042,120-12 28TH AVENUE,QUEENS,NY,11354,Manufacturing,aircraft assemblies,ECSP,87,,,09/30/2016,"44,503.65","196,830.67",,,,QUEENS,40.773145,-73.847648,407,19,4100711,4043170041,907,QN0701
FY2020,"Safe Art Sat, Inc.",Clive  Green,clive@safeart.com,7183928910,13-06 38th Avenue,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,fine art to museum,ECSP,28,,,08/10/2009,"4,137.74","89,245.22",,,,QUEENS,40.757753,-73.93989,401,26,4005326,4004710725,85,QN0105
FY2020,"Sculpture House Casting, Inc.",Michael Perrotta,info@sculpturehousecasting.com,7187079430,43-77 9th Street,Queens,NY,11101,Manufacturing,mold making and casting,ECSP,14,,,05/07/2015,"2,835.27","15,055.23",,,,QUEENS,40.750998,-73.950972,402,26,4005254,4004540001,1903,QN0201
FY2020,SDC Designs LLC,Sridhar Krishnan,sridhar@sdcdesigns.com,6468980845,"30-30 47th Avenue, Suite 520",Queens,NY,11101,Manufacturing,Jewelry mfg and design,ECSP,53,,,04/06/2018,"9,858.3","24,733",,,,QUEENS,40.743168,-73.936568,402,26,4003540,4002820001,19902,QN0202
FY2020,"Sharan Builders, Inc.",Manjit Singh,sharanbuildersinc@gmail.com,7183611700,128-12 18th Avenue,College Point,NY,11356,Commercial,General Contractor non-residential buildings,ECSP,10,,,06/30/2017,"3,214.34","7,208.84",,,,QUEENS,40.783222,-73.840208,407,19,4098985,4041340122,947,QN0701
FY2020,Shloms Heimish Corp,Zalmen Berkovits,jkolman@gmail.com,7184834911,176 Clymer St,Brooklyn,NY,11219,Manufacturing,Commercial Bakery,ECSP,28,,,03/19/2013,"23,570.08","162,678.47",,,,BROOKLYN,40.707056,-73.962846,301,34,3059871,3021730022,535,BK0103
FY2020,SIGNS DECAL CORP.,BABU KHALFAN,babu@signsanddecal.com,7184866400,410 MORGAN AVENUE,Brooklyn,NY,11211,Manufacturing,MFG. OF SIGNS & DECALS,ECSP,29,,,06/03/2013,"16,342.22","100,590.44",,,,BROOKLYN,40.718136,-73.936953,301,34,3070154,3028780001,44901,BK0104
FY2020,"SILLY PHILLIE CREATIONS, INC.",RICHARD SIDAO,richard@sillyphillie.com,7184926300,140 58TH STREET BLDG. B UNIT 6F,Brooklyn,NY,11220,Manufacturing,MGF BABY CLOTHES & GIFTS,ECSP,18,,,07/03/2013,"1,549.91","16,892.26",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2020,"Silver Hill Atelier, LLC",Norvel Hermanovski,norvel@silverhillarts.com,7185851691,250 East 139th Street,Bronx,NY,10451,Manufacturing,"Custon artwork for hotels, restaurants and casinos",ECSP,8,,,10/12/2010,"1,374.77","13,937.04",,,,BRONX,40.811967,-73.92706,201,8,2097046,2023330017,51,BX0101
FY2020,SILVERCUP Services LLC,GARY KESNER,gkesner@silvercupstudios.com,7189062300,42-22 22nd Street,Long Island City,NY,11101,Manufacturing,MFG- MOVIE AND TV PROD,ECSP,47,,,10/07/2016,"39,801.68","185,348.05",,,,QUEENS,40.751055,-73.943635,402,26,4005076,4004270060,1903,QN0201
FY2020,SILVERCUP Services LLC,GARY KESNER,gkesner@silvercupstudios.com,7189062300,42-22 22nd Street,Long Island City,NY,11101,Manufacturing,MFG- MOVIE AND TV PROD,ECSP,10,,,05/06/2008,"22,395.81","1,335,829.73",,,,QUEENS,40.751055,-73.943635,402,26,4005076,4004270060,1903,QN0201
FY2020,"Silverman Ceramics, LLC/Alsio Design, LLC",ROBERT SILVERMAN,2bsilverman@gmail.com,9173705858,1155-1205 MANHATTAN AVENUE,BROOKLYN,NY,11222,Manufacturing,specializing in ceramic prototypes for special projects,ECSP,3,,,12/03/2007,26.55,"1,437.94",,,,BROOKLYN,40.738113,-73.955453,301,33,3404803,3024720350,56302,BK0101
FY2020,SIM Digital New York,Kim Spikes,kimspikes@siminternational.com,2126271662,12 Desbrosses Street,New York,NY,10013,Manufacturing,motion picture and tv post-production,ECSP,54,,,08/02/2018,"42,208.72","104,844.84",,,,MANHATTAN,40.723365,-74.008756,101,1,1002932,1002250006,39,MN0102
FY2020,"Simone Management Group, Inc.",Peter Puccio,Ppuccio@simdev.com,7182153000,"1250 Waters Place, PH1",Bronx,NY,10461,Commercial,Real Estate Management,ECSP,22,,,06/02/2011,"1,245.32","23,846.58",,,,BRONX,40.852141,-73.839576,211,13,2117335,2042267501,284,BX1161
FY2020,SIMON''S HARDWARE,Beth Thorton,beth@tradesupplygroup.com,7184721999,"35-15, 35-17 41ST STREET",L.I.C.,NY,11101,Wholesale/Warehouse/Distribution,WHOLESALE (HARDWARE),ECSP,48,,,06/05/2020,867.32,"8,326.99",,,,,,,,,,,,
FY2020,"Sizzal, LLC",Al Weiss,al@influencegraphics.com,7183614205,11-05 44th Road,Queens,NY,11101,Manufacturing,digital and large format printing,ECSP,19,,,01/06/2011,145.47,"69,259.46",,,,QUEENS,40.74924,-73.949065,402,26,4005225,4004460026,1903,QN0201
FY2020,"Sky High Murals - Colossal Media, Inc.",Adrian Moeller,adrian@colossalmediagroup.com,7188580979,1109 Metropolitan Avenue,Brooklyn,NY,11211,Commercial,outdoor advertising specializing in hand-painted murals,ECSP,76,,,07/05/2017,"5,185.47","16,687.25",,,,BROOKLYN,40.714348,-73.932159,301,34,3070491,3029270025,44902,BK0104
FY2020,"Skyline Restoration, Inc.",Rygo Foss,rygo.foss@skylinerestoration.com,7189375353,49-27 31st Street,Long Island City,NY,11101,Other,Painting & Wall Covering Contractors Industry,ECSP,507,,,12/06/2018,"5,845.43","8,334.93",,,,QUEENS,40.73949,-73.9365,402,26,4003553,4002890021,19902,QN0202
FY2020,"Skyline Windows, LLC",Steven Kraus,ekraus@skylinewindows.com,2123913000,220 E 138th Street,Bronx,NY,10451,Manufacturing,Manufacturer of windows,ECSP,275,,,01/12/2012,"9,962.93","111,828.42",,,,BRONX,40.812078,-73.928609,201,8,2097047,2023220081,51,BX0101
FY2020,SoHarlem  Inc.,Janet Rodriguez,janet@soharlem.org,2122222792,1361 Amsterdam Avenue,New York,NY,10027,Manufacturing,Cultural Industry Incubator to assist creative entrepreneurs launch micro-enterprises,ECSP,1,,,07/10/2019,"5,301.47","9,564.97",,,,MANHATTAN,40.814216,-73.95564,109,7,1081781,1019670040,21303,MN0902
